0,1,2,3,4,5,6,7,8,9,10,11,12,Label
-436.44995,77.53937,5.180082,-18.219992,-2.9877176,17.3313,-16.553885,-10.679881,-15.114511,-1.378982,-13.100495,0.13288786,-4.294975,OAF_angry
-420.96948,62.33721,-19.372086,-13.736225,1.33609,2.923962,-17.902905,-1.9112263,-12.120282,-0.37306145,-9.505532,12.133435,-1.150572,OAF_angry
-400.32874,68.79028,-6.5534368,-25.164923,-10.974452,-2.8549538,-8.274874,2.4318762,-16.30905,-3.7742064,-15.294319,6.438992,-0.10284094,OAF_angry
-382.6663,44.419575,-14.307401,8.906984,0.33998778,2.0595388,-22.95282,-8.947371,-14.956851,-12.165242,-4.0636067,-0.33279875,6.491416,OAF_angry
-420.1995,50.32547,-11.387864,-11.950837,-10.4509115,4.9356637,-9.830565,-1.3814808,-12.379786,-1.0790887,-12.799522,13.66649,0.9280112,OAF_angry
-370.90762,43.617493,-15.514112,8.457073,-2.5941646,0.2187825,-25.610384,-8.193868,-14.364825,-12.172319,-2.061278,-2.4840686,3.421369,OAF_angry
-391.70154,41.317745,-10.01031,-8.809758,-2.0971,7.3652368,-28.089712,-6.4289527,-9.224117,-5.510846,-8.080052,7.5284095,-1.2334602,OAF_angry
-370.69894,48.194443,-20.413681,-9.5814705,-9.211529,6.4665856,-20.402348,1.8730265,-12.704873,-3.508223,-10.860767,5.971093,-3.031527,OAF_angry
-392.92917,48.440132,-17.348917,-12.710093,-6.001441,-0.5668984,-19.445803,-1.7816993,-11.260321,-0.1498779,-13.217363,7.481069,-2.3080626,OAF_angry
-376.2631,39.30311,-11.678464,-5.3199296,-2.319511,1.3001502,-19.199215,-4.7986097,-8.387727,4.73637,-14.776219,9.043339,0.053870134,OAF_angry
-437.9312,23.620218,-2.0663962,6.806078,1.3741498,2.6251104,-15.738623,4.140369,-10.27237,-4.0080123,-9.518358,6.9118066,-2.580037,OAF_angry
-402.88113,16.78739,-4.150391,5.6693087,6.9484267,0.8789395,-17.22735,-0.49574268,-14.059068,-5.9151473,-13.559563,3.4470584,2.078224,OAF_angry
-382.62744,35.2549,-11.830993,-1.9715306,-2.5712688,-0.044228055,-20.486952,-2.2460072,-13.827763,-4.3951187,-12.1438875,4.657535,-2.1755679,OAF_angry
-401.63382,52.279385,-2.211799,-8.102576,-18.085686,-4.3933187,-16.740105,-2.3385718,-13.118493,-0.38030156,-13.415756,7.3263745,-5.268656,OAF_angry
-382.0481,43.573055,-13.553434,-16.286753,-3.030933,6.6528916,-26.445765,-3.417315,-13.213074,-7.344896,-6.4511485,5.7488103,-2.9808543,OAF_angry
-437.90393,42.264656,1.3620994,3.5311637,5.1343827,2.0286303,-20.087538,-0.80814546,-13.935531,-6.1155195,-11.707496,8.88365,-0.6253905,OAF_angry
-411.54297,41.582382,-5.3857536,-5.6149254,5.4987674,-0.005882144,-25.466782,-4.1277404,-10.29229,-1.8263681,-10.79255,8.635871,-0.4062103,OAF_angry
-411.15723,42.556324,-7.738411,-7.6177144,2.339002,4.96562,-23.878984,0.26718086,-9.7772455,-0.27458724,-6.715301,4.5293694,-4.730003,OAF_angry
-433.7352,25.739471,3.062353,3.9056113,9.095688,2.448672,-17.858072,1.2873354,-11.9361515,-6.46789,-11.142982,4.320294,-2.324497,OAF_angry
-396.93945,58.26827,-14.174225,-12.339837,-3.1750915,4.6708255,-20.570772,-1.4404012,-13.816998,-0.2924815,-7.0690284,3.8002868,-8.902252,OAF_angry
-392.87308,38.937145,-7.4722643,1.6216133,-3.9028971,1.8893611,-25.403727,-12.682412,-9.931936,-5.035423,3.3172956,0.37004566,1.3025393,OAF_angry
-463.1226,39.617188,1.296099,6.1543517,1.904697,4.7389245,-18.562853,0.6710657,-9.877004,-2.2006457,-8.208079,10.034055,2.6237593,OAF_angry
-456.456,58.814556,-3.7119236,-4.5177927,-6.0666194,4.8900123,-14.068017,-0.33691967,-11.841374,-2.8825724,-8.124073,10.031871,-1.5596191,OAF_angry
-386.65482,56.526325,-8.774638,-5.8351717,-14.848056,8.443582,-19.034977,-12.233965,-15.175202,-7.7869797,1.0310849,4.062475,1.8216302,OAF_angry
-404.43625,56.88018,2.4903479,-2.9433434,-22.685242,0.15382297,-18.317852,-7.9354944,-12.758972,-5.241569,0.059582166,-0.74825543,1.9151465,OAF_angry
-396.2563,69.65533,-4.12375,-17.717793,-14.406414,1.5778545,-19.181534,-2.1714842,-16.950283,-0.38130677,-12.143982,4.4903684,-0.15220107,OAF_angry
-392.82846,29.39741,-5.338102,-11.700794,0.1688415,-7.8617234,-18.692038,-4.5422854,-11.4242115,3.7290716,-9.625752,10.749846,-2.19988,OAF_angry
-382.60672,54.72034,1.6925005,-13.11965,-21.638914,-2.6154156,-17.866943,2.9518495,-13.91631,0.45197427,-10.38048,3.1090975,-5.6544547,OAF_angry
-372.54187,50.324387,-14.249404,-32.656036,-12.378433,5.1882844,-16.364222,-1.9344012,-17.231653,-1.3151455,-12.369543,12.839493,-1.595662,OAF_angry
-393.30206,41.674404,-13.304797,-21.840408,0.85336983,4.8129163,-19.542747,2.8059938,-11.157097,0.34353185,-10.47716,4.6459594,-3.7510395,OAF_angry
-420.52698,37.226765,-5.8174477,0.35538423,-0.46896783,10.420874,-24.315517,-11.971377,-13.00354,-3.2325377,-2.9168303,1.5741602,6.381357,OAF_angry
-424.8594,47.51518,-9.9619665,-17.248669,-0.2620498,6.1027193,-16.829332,1.8729447,-15.380994,-2.4166763,-9.086355,15.621679,1.3217598,OAF_angry
-403.58325,43.652508,3.16894,-1.1863284,-7.1382437,9.4039345,-16.118376,-13.673855,-17.81958,-10.813365,-4.4155517,0.1795691,1.2952834,OAF_angry
-406.13156,49.71813,-14.577136,-13.35805,-3.71367,4.31233,-21.102852,1.1844605,-9.9229355,1.1027403,-8.318924,6.387558,-4.522239,OAF_angry
-378.2965,40.41246,-21.60806,-5.921468,-6.324995,4.6072397,-23.483871,-9.210497,-11.478102,-1.122489,1.6466542,-2.3627706,-0.5818142,OAF_angry
-399.11093,32.991207,-4.420979,2.1983023,2.6102808,-0.5422306,-19.419394,-1.3887458,-13.6961975,-8.784003,-14.959732,6.3434734,0.9857764,OAF_angry
-400.992,54.824524,-7.5723047,-18.027721,0.35310495,8.502037,-16.34804,-13.345557,-19.03381,-1.146775,-11.450295,8.4963,0.6306051,OAF_angry
-418.0759,41.37027,-8.006127,-0.25506642,-0.75104386,7.1882706,-27.105839,-9.250183,-9.044281,-0.19716889,2.797118,-1.9332329,3.7574592,OAF_angry
-421.53134,51.70108,1.3533558,0.9169087,3.1128087,7.357781,-18.501863,-2.3558295,-12.541322,-8.904819,-13.752583,0.648195,-3.522256,OAF_angry
-419.06528,58.606884,7.4745097,-12.452351,-15.751411,-6.1469574,-13.638497,0.57731396,-19.940062,-1.8117305,-12.152462,4.000651,1.4654632,OAF_angry
-436.19543,59.874966,-3.772814,-9.553912,2.2420187,6.9047604,-17.713608,-10.01318,-17.695965,-5.0169644,-7.3325973,10.489527,1.7878222,OAF_angry
-388.2279,39.580257,-1.7170751,-3.572781,-1.537076,4.963981,-19.510426,-5.871703,-16.54406,-1.5935756,-16.100079,5.3920393,-5.1407547,OAF_angry
-463.35223,64.80905,0.43094948,-1.6701115,-0.24203001,11.220089,-15.97528,-4.7150755,-15.242289,-5.552228,-5.7058687,9.815146,-5.191306,OAF_angry
-424.01666,46.89755,-18.744669,-21.103241,-1.1455822,4.901605,-16.261341,5.1910048,-6.8945513,-0.024607414,-8.299733,7.6794243,-0.5750231,OAF_angry
-377.87537,57.280212,-4.4135566,-12.258786,-30.25804,2.287864,-20.967478,-4.43034,-16.909966,-5.1299434,1.8324852,-3.4910834,0.029942263,OAF_angry
-381.39346,49.806458,-26.08848,-18.768135,-4.1756954,2.4655554,-27.294407,5.0756474,-10.298249,2.480455,-6.7490034,3.9298558,-4.4167204,OAF_angry
-411.4048,38.012962,-4.456428,1.3835499,-0.59598726,-0.64092064,-24.065975,2.6097085,-13.6816225,-8.732689,-11.812897,7.171933,1.1758325,OAF_angry
-385.90686,55.45628,-24.857933,-16.160841,-5.0123963,7.400465,-22.10784,-5.4732776,-12.619356,-4.206104,3.0087726,1.0435451,-0.8474496,OAF_angry
-416.80655,43.891052,-4.6635857,-0.7083713,1.2258503,2.2287328,-22.22935,-1.2994043,-13.341155,-11.134034,-12.364498,8.57503,-0.054293983,OAF_angry
-405.52292,63.09405,-23.975689,-27.529947,-6.1053066,9.291748,-18.527103,-5.963842,-17.206514,-0.2770396,-10.121315,15.111689,-0.5812561,OAF_angry
-424.0418,58.07105,-12.939432,-5.5613966,2.3666878,-3.5166924,-23.165726,-2.8810585,-13.834359,-6.607502,-17.653946,8.990368,1.4943486,OAF_angry
-405.36996,61.857857,4.009336,-4.7850842,-21.687057,-1.9329711,-22.797,-6.2152414,-22.529606,-4.003115,5.6415625,1.9372569,2.4473965,OAF_angry
-374.56265,68.906204,-5.92148,-11.375696,-19.091162,-8.566287,-19.33232,5.2121115,-19.990105,-2.7852972,-7.4384046,3.939111,-4.0360007,OAF_angry
-402.6213,75.70857,-3.6688664,-36.367374,-12.857911,13.708332,-19.47647,-7.865543,-16.51535,-2.5475492,-13.106798,3.8807688,1.0169666,OAF_angry
-431.57016,47.53247,-13.813081,-10.253979,-5.832917,9.20413,-15.998357,4.1320176,-11.698953,-4.425934,-7.9633536,12.835097,2.2605271,OAF_angry
-363.9779,54.63085,-11.745087,-2.5206573,-1.9570878,-4.225691,-25.679216,-3.2772892,-14.832183,-3.3596191,-11.20299,3.1822498,-2.9726057,OAF_angry
-396.2514,69.20113,-10.109473,-16.573484,-6.3448453,5.5496817,-20.25882,-1.7288702,-14.855069,1.4165426,-12.094636,2.277636,-3.0254426,OAF_angry
-392.35318,53.51971,-4.5050025,2.2109923,-6.026159,7.1762433,-18.527435,-11.944102,-15.617627,-10.81017,-5.9145646,-2.969494,2.194443,OAF_angry
-404.91986,44.954124,-6.903763,4.68563,-3.3004055,11.050427,-22.228289,-13.125598,-16.117798,-4.0236316,1.3270302,-2.4910994,3.337854,OAF_angry
-443.45062,62.342487,2.1924925,-2.9658453,-3.3767145,7.0023403,-14.958907,-7.605508,-15.438074,-4.370875,-8.427476,10.314044,-5.6627507,OAF_angry
-438.2795,36.223663,4.0739594,-2.6628768,0.3743557,7.9244685,-14.066971,-4.6752934,-10.37151,-1.7392107,-12.969274,7.351214,-4.04365,OAF_angry
-410.59796,36.960747,-0.69810486,9.429153,-3.083197,-0.20863645,-21.422197,2.7610788,-16.805975,-7.75085,-12.724096,-1.1849527,-5.5894303,OAF_angry
-449.56378,40.6185,-0.16483867,7.836362,6.556403,0.21452162,-14.976422,-0.9635988,-14.882041,-7.4368205,-14.407446,7.096472,-2.0810378,OAF_angry
-399.18326,38.514267,-10.57898,-3.5571456,2.9871185,-1.085106,-24.672264,-1.358046,-11.992483,-4.7823706,-10.2735615,9.818503,-0.8134948,OAF_angry
-420.37836,42.40646,-7.8459454,4.651845,1.0570887,7.245673,-26.33827,-10.718511,-15.945766,-3.4706557,-2.2202578,1.4514259,7.2295346,OAF_angry
-383.13205,55.44154,-5.757235,-3.292313,-13.859871,2.2611966,-24.71697,-11.67697,-19.12018,-6.090558,0.7526772,-1.6643229,2.9447043,OAF_angry
-409.6114,49.869926,-4.3984985,3.572481,3.3881712,-0.09648858,-23.03319,0.09568575,-13.615202,-6.686248,-10.282601,2.5922754,-1.1434692,OAF_angry
-388.2796,52.167213,-14.624349,-4.574885,-0.47867796,-0.8776256,-26.25951,1.6752675,-16.513315,-6.907424,-8.675385,2.84975,-2.0016587,OAF_angry
-435.55264,66.393974,-7.94,-14.744444,-4.7005563,7.9647555,-14.891311,-0.24717972,-14.787221,-1.0603542,-9.660272,0.5310028,-3.5487702,OAF_angry
-443.97168,48.23116,-10.953962,-1.456134,1.279842,5.010656,-15.645137,-6.7761474,-15.854788,-3.4408221,-6.274983,10.509726,-1.7628365,OAF_angry
-402.8559,69.87805,-11.96016,-11.07862,-14.317884,1.1026282,-17.76198,2.2795155,-18.95202,-4.5922675,-11.759776,1.4402156,-1.1527029,OAF_angry
-384.96176,39.452023,3.24007,11.4891405,-14.107339,8.469024,-22.000513,-12.782772,-22.333216,-14.346243,3.8446724,-5.700498,-2.6718855,OAF_angry
-415.88736,67.81544,-2.9995534,-20.665037,-10.287659,11.77515,-15.0968685,-12.283223,-16.317389,-5.338462,-10.125235,6.4256706,2.0353897,OAF_angry
-414.0745,36.025433,-2.9943514,6.929629,-7.2641068,15.700543,-21.776085,-10.991677,-17.289343,-8.843314,-1.6488744,-2.0494182,2.3873112,OAF_angry
-385.4612,47.78003,-14.944537,-8.3650465,-5.8147683,-1.1186413,-22.219532,-6.86732,-17.25432,-0.81635946,-9.208367,6.1571007,-3.048346,OAF_angry
-428.91763,39.944313,-0.077341735,-7.643676,-5.3625984,4.9443326,-12.978471,-1.2341348,-11.536436,-1.175761,-4.021028,10.797066,-0.1822145,OAF_angry
-390.762,65.20526,-3.8273656,-4.937243,-4.885404,2.740243,-19.912764,-6.450206,-21.253935,-3.7925708,-11.5053835,-2.736435,-4.270351,OAF_angry
-412.7989,47.171665,-2.2430458,-13.786146,-11.004296,1.9790872,-16.193836,-6.5739946,-15.715698,1.2303818,-4.6727934,4.756869,-2.8971016,OAF_angry
-411.65417,43.219036,6.812356,-8.861835,-15.807619,-1.2046286,-15.86302,0.33648163,-14.259175,-5.0900993,-10.737512,4.1885986,-4.6999564,OAF_angry
-417.2342,72.216576,2.0719182,-11.878104,-20.102839,6.515331,-14.368494,-4.7676277,-20.25539,-10.180215,-5.317952,-3.9842253,3.0001748,OAF_angry
-419.45947,63.741264,5.2172747,-17.471426,-19.88335,5.522822,-19.93829,-1.5576842,-15.814465,-8.887454,-8.720647,8.0911665,2.3527675,OAF_angry
-401.34772,54.49549,0.41280517,-0.08797075,-13.39562,9.919186,-14.025853,-16.622803,-27.00948,-9.674098,-3.2989023,-0.90900326,1.1967462,OAF_angry
-395.30148,63.029617,-10.960671,-8.978893,-17.488596,-3.544291,-18.764492,0.5067899,-13.157561,1.3428361,-10.368069,0.4028467,-4.1016006,OAF_angry
-393.56198,69.688644,-11.5865345,-11.371354,-16.066908,0.23795977,-12.561053,-1.2708716,-19.056993,-2.434454,-12.607695,5.008708,-2.230749,OAF_angry
-449.12747,62.38533,-7.5754166,-13.896331,-10.794299,6.1631327,-9.53019,-4.5188565,-12.634561,-1.4559969,-7.495093,10.662916,-3.3586051,OAF_angry
-407.28848,58.067005,-9.258162,4.60769,0.336322,10.595096,-27.090141,-12.841893,-18.724806,-12.178118,-3.2773988,-4.9500766,5.055755,OAF_angry
-410.18832,36.72034,-19.281807,-10.075364,-3.2862399,5.7488685,-21.43147,-0.3227899,-12.232825,-2.0385141,-4.9368744,2.7512639,-1.177092,OAF_angry
-409.1846,59.44172,-4.025696,-16.414291,1.1865379,14.329849,-22.51163,-9.575565,-14.506571,-1.0572312,-9.80964,6.339604,0.3299669,OAF_angry
-444.18423,47.439316,-5.3666487,-3.8387537,-3.978475,5.6269445,-16.460997,-4.4579268,-8.443521,0.94702893,-12.221399,9.807821,-2.8433561,OAF_angry
-403.918,57.672066,-12.810095,-5.051473,-3.2194436,-0.5280054,-26.916632,0.52226,-14.292364,-0.7699836,-12.34967,-0.96994114,-4.299878,OAF_angry
-404.93652,57.772892,-1.2384167,-13.14279,-9.303143,-2.092939,-23.263105,-4.8605304,-16.446981,-1.7382112,-9.58737,6.6688023,-0.3765479,OAF_angry
-388.23053,69.45009,-4.910697,-15.39727,-20.2224,7.8329377,-20.88661,-9.005976,-21.193735,-10.636503,0.79729396,0.06894446,3.1617413,OAF_angry
-380.76685,77.74163,-1.0259429,-9.816786,-15.792023,-6.0861225,-14.381292,0.21332508,-24.315323,-4.6969147,-15.874278,-0.93187827,-2.47044,OAF_angry
-402.0443,67.84692,3.1888256,-7.2453365,-9.291643,9.25943,-15.735205,-12.163954,-23.602602,-18.058144,-3.874299,-4.2097573,2.1792617,OAF_angry
-377.99878,65.97675,-1.7451551,-6.4722185,-12.696227,-0.22752416,-14.558823,1.1410258,-22.21182,-8.033462,-18.876055,-0.8286093,-6.697403,OAF_angry
-404.62347,53.948265,-2.8792555,-14.601072,-20.833988,7.4660044,-12.604734,0.2271705,-16.862001,-2.8926086,-10.463889,9.54294,-6.5236793,OAF_angry
-401.6598,47.134476,-7.8421955,-11.862867,-9.601727,1.3041086,-13.953354,-5.1584167,-18.696445,-9.755459,2.806799,0.61154336,3.039627,OAF_angry
-381.00836,60.640945,-16.440287,-8.360913,-0.6400165,-1.9241021,-29.732994,-1.1791183,-13.208169,-2.4522405,-8.813577,-0.4427853,-3.903101,OAF_angry
-370.14075,39.486633,-5.3425393,0.010100294,1.8036731,1.100769,-24.132547,-3.95994,-16.8597,-18.362572,-2.995268,-3.3568707,3.3126314,OAF_angry
-389.14938,59.46295,-7.5441546,-2.9320223,-3.673745,11.364289,-23.83046,-17.50095,-18.553581,-14.173686,-0.28404737,-8.659042,3.107184,OAF_angry
-416.81866,40.35078,-4.7990985,9.193121,3.0685644,7.4559627,-21.878492,-10.834726,-18.91986,-7.374211,-0.27352968,-2.240841,0.13040255,OAF_angry
-408.51865,30.249928,-3.6413603,-5.46171,-9.255739,4.571912,-19.263403,-3.6364748,-9.142917,-2.9777186,-10.06577,5.1647367,-2.2353463,OAF_angry
-393.24182,59.906567,-1.1491513,-9.287834,-10.434707,5.1485434,-16.741516,-9.170536,-20.983023,-16.532255,0.045180704,-2.9420078,-0.57996285,OAF_angry
-400.92557,49.511677,-4.41904,-14.953751,-13.361705,5.145848,-16.35808,-3.310541,-13.777734,-6.0909395,-7.637479,2.029765,-2.7752323,OAF_angry
-408.9181,49.27114,-15.823459,-16.23147,5.2611694,0.31914264,-22.2554,2.092139,-13.635429,1.7103286,-10.112596,6.9209905,-0.70613986,OAF_angry
-397.8869,51.47886,-14.697768,8.382332,4.544705,-2.4325252,-24.768738,0.96797156,-19.39113,-4.080055,-11.633294,3.2365568,6.1783385,OAF_angry
-394.2152,41.47938,-5.7681894,5.2683244,2.2179997,0.86465704,-24.297232,0.20796694,-14.1779585,-15.0619135,-0.45600295,-5.141417,5.6813793,OAF_angry
-392.7889,58.16096,-16.394451,-12.304608,-8.469966,13.683786,-22.18395,-5.759015,-11.317009,-1.5936265,1.8552808,-2.620169,0.16086307,OAF_angry
-400.2324,67.33535,3.1578095,-18.278427,-13.47471,9.7584915,-18.481005,-7.9937897,-14.222476,-8.902878,-2.2383559,-0.39440826,8.754993,OAF_angry
-412.00674,56.666023,-8.722661,2.7472336,0.7106298,6.049576,-27.82996,-9.765481,-13.936366,-3.263435,0.50131345,0.34847608,3.6836855,OAF_angry
-413.46094,45.677116,-5.6272907,-5.081109,-4.0542846,14.853728,-15.796134,-18.594225,-19.11372,-6.084886,1.8078716,1.7800899,4.2118936,OAF_angry
-427.74182,61.336327,5.647053,-11.185917,-7.5923653,2.9542882,-18.788927,-3.3047543,-17.429552,-6.651387,-0.9077508,-4.555537,1.4427532,OAF_angry
-445.6623,42.9446,-4.85444,-4.526872,5.563486,2.627407,-20.91496,-0.90757865,-8.948573,0.086672634,-7.7745743,13.236483,1.5022937,OAF_angry
-445.32227,48.872337,-6.825153,-6.6277485,2.538308,3.928343,-17.531868,0.9608936,-12.003894,-1.0702078,-8.642609,10.778257,1.5894469,OAF_angry
-430.57642,71.299255,9.738188,-1.6939995,-16.858898,-4.8514338,-20.687847,-3.6622813,-19.924744,-4.7289004,6.256917,-4.399231,3.5854185,OAF_angry
-385.14667,58.317997,3.666239,-1.0244519,-14.846234,-11.503896,-17.213484,2.5804617,-20.246857,1.8697535,-13.95088,-1.0848045,-4.9826336,OAF_angry
-410.62436,55.73339,-12.815716,-15.153676,-5.429263,4.0075,-14.190426,2.6909337,-16.508186,-0.06150055,-10.621786,8.311493,0.5378288,OAF_angry
-396.57785,68.919785,-6.9839435,-22.68734,-0.75523114,3.4427462,-28.701286,-4.3069296,-12.341207,1.1106211,-8.947811,2.8416433,-6.7092733,OAF_angry
-398.8801,67.65253,-6.403873,-13.446446,2.2191646,1.6900765,-26.939457,-5.4062724,-19.02966,-1.704205,-12.834862,3.084325,-5.3761473,OAF_angry
-396.97348,56.025726,-6.4360795,-18.35768,1.0178533,0.53592575,-22.716782,-6.209373,-21.912203,-5.358228,-9.959416,7.083182,-0.39475352,OAF_angry
-400.54608,58.265675,-8.726607,-14.768811,2.6795466,0.7614471,-22.561075,-7.1674895,-20.583748,-0.6320371,-15.3892975,6.39359,-4.5114846,OAF_angry
-400.3296,61.17101,-15.118611,-19.092798,-7.9078927,8.998336,-21.00055,-6.275085,-16.265944,-4.030472,-0.87033343,-2.4064786,1.4834527,OAF_angry
-435.7548,53.06489,-2.8603024,-1.3906728,0.65087634,4.108139,-15.0414095,1.7308265,-18.741192,-1.315651,-13.375378,3.116229,-5.072606,OAF_angry
-395.03305,49.29002,-6.9266386,-12.827306,-0.796805,-3.5321226,-21.685957,-4.61112,-16.999933,-3.278847,-13.226272,2.0135386,-6.0917583,OAF_angry
-420.13013,61.903008,-3.6553812,-7.53023,-6.527938,8.592621,-24.28708,-15.769312,-14.673635,-7.6006494,2.6746514,-1.1573303,0.6116793,OAF_angry
-399.78723,54.9151,-1.4556499,-9.221142,-9.963188,4.9335117,-17.808847,-13.221582,-17.112875,-14.370599,-2.9279678,0.096413784,-2.914215,OAF_angry
-426.0347,64.57583,-4.6011176,-6.6276784,-5.289523,10.402485,-18.043268,-12.372785,-20.210995,-10.085114,-3.1481185,-0.394901,4.603763,OAF_angry
-407.20248,64.912445,3.382203,-15.305815,-21.818151,2.5973501,-14.770993,-10.770683,-15.814751,-12.952744,-2.420851,-1.4344778,-1.6640416,OAF_angry
-402.60516,62.86299,4.515685,-20.443653,-19.976088,1.6953527,-12.359615,-8.109538,-15.020113,-10.349539,-14.717686,7.298659,-6.495636,OAF_angry
-417.82556,59.326767,0.14245528,-9.327252,-13.624808,7.2122827,-12.397206,-11.757489,-19.689608,-3.531254,-1.7732908,1.2875401,4.4894238,OAF_angry
-388.56296,62.383823,-10.005765,-27.85088,-19.79016,5.1170607,-18.948479,-2.4156632,-17.444094,-1.8495095,-10.74274,7.899292,-2.9291294,OAF_angry
-419.71732,57.180782,-7.149335,-14.4699955,-8.370081,13.67089,-14.958704,-9.657202,-17.904406,-4.4483757,3.2425253,5.3185883,2.219944,OAF_angry
-418.73276,56.413498,-9.638729,-10.801813,-11.998995,6.379788,-13.033737,-12.063018,-15.848275,-5.433607,-0.7600104,1.0042516,2.726206,OAF_angry
-399.43076,35.793133,-4.2663865,-8.009032,-4.391027,5.691802,-27.024208,-0.51872027,-14.048687,-1.5346842,-8.91242,6.273286,-0.3996755,OAF_angry
-361.51627,46.440445,-7.7424707,-3.1161227,-14.86108,1.9443449,-28.138262,-9.491115,-19.586025,-5.327596,-0.054703712,-1.3794252,7.9588757,OAF_angry
-399.48282,30.164917,-7.850788,0.61587745,-8.205861,12.628809,-23.358297,-14.602879,-13.498816,-1.7763127,5.659276,-2.428661,3.436757,OAF_angry
-380.93524,10.727223,-2.7863584,16.778662,-5.675209,2.662731,-22.210424,-6.335976,-14.797645,-8.548081,1.6944838,-4.3464437,1.332202,OAF_angry
-368.29037,34.302254,-4.60047,-12.352146,-8.775516,1.8425575,-24.729612,0.4895744,-15.518084,3.780423,-10.947677,7.230309,-3.75802,OAF_angry
-390.69672,40.478264,-19.395775,-9.1909075,-7.2013054,-0.6579906,-21.306152,2.213503,-9.6490755,2.4930615,-13.863409,8.137384,-3.7261236,OAF_angry
-378.94336,50.0492,-16.47166,-4.103164,-13.48781,-1.0577861,-17.702206,-3.8563788,-14.564977,-6.624432,3.5333176,-2.295278,1.6286243,OAF_angry
-398.81464,51.19545,-4.7800703,-6.662271,-16.852583,2.0248358,-13.129892,3.718594,-15.260123,-5.0308275,-9.813261,8.268849,0.44575518,OAF_angry
-391.551,14.71936,-9.166345,13.876171,-1.6952598,2.3589497,-18.08561,-8.565921,-13.850671,-11.102339,0.59279144,-1.1076387,2.7747352,OAF_angry
-389.82986,43.379204,-10.333385,-3.0049357,-4.7313337,16.283024,-21.866278,-18.415382,-19.5179,-5.5041113,0.18530004,-5.386289,2.035345,OAF_angry
-374.55853,38.57796,-11.066367,4.7537675,-4.2975664,5.9135647,-23.867798,-17.316135,-19.495657,-10.108397,0.43169615,-3.797087,1.8355209,OAF_angry
-351.2064,46.318474,-10.507208,-6.3687162,-9.043875,0.42427826,-23.497272,-0.1794631,-14.675569,-1.3279423,-5.045085,4.4319386,-7.2886806,OAF_angry
-365.04727,40.537487,-11.761234,-14.156295,-14.243146,4.9298944,-23.412638,2.9357722,-15.385935,2.7580824,-6.30336,9.126397,-3.7538133,OAF_angry
-447.2644,41.5056,5.754976,-4.6175117,-10.702247,4.071643,-13.111495,0.4266601,-15.700519,-3.6503913,-11.247786,7.2967515,-0.89955735,OAF_angry
-387.34692,24.545,1.5013939,-0.77124274,-11.69364,2.2294047,-14.083409,-10.60442,-14.52197,-7.63435,-2.6411355,-2.9513745,0.7851266,OAF_angry
-369.26422,56.543667,-13.220224,-18.892788,-16.726864,10.208138,-21.560417,-9.866746,-19.660309,-8.166046,0.92448956,3.8075445,4.9632874,OAF_angry
-407.37906,33.225056,-2.3053594,-15.558645,-7.161855,11.150549,-16.858362,0.3708296,-16.54254,-2.1845915,-9.887895,13.761966,-0.73896587,OAF_angry
-350.9478,40.23692,-13.262322,-11.597424,-12.644438,2.7131155,-21.542978,2.266633,-21.410727,0.5378455,-8.436643,7.954324,-4.1888256,OAF_angry
-401.65097,39.168964,-8.247621,1.4000928,-11.943215,10.698077,-21.21558,-8.164678,-17.138887,-2.1551247,4.273132,1.2639493,4.118065,OAF_angry
